Lat,Long,ArcV,ArcL,DAZ,Crescent Width,MA,JD,Ele,Visibility,Lag_minutes
21.42,39.83,1.52,3.68,3.35,1.94,7.28,2455744.17,325.21,0,7.0
29.5,47.54,1.25,8.15,8.05,9.17,14.49,2457220.16,127.4,0,6.0
24.6,46.45,1.96,1.98,0.28,0.55,5.36,2455566.1,775.73,0,10.0
26.33,43.97,1.71,8.94,8.78,10.71,17.29,2456866.17,602.36,0,8.0
51.92,4.48,0.86,10.78,10.75,17.3,16.95,2457545.33,0.61,0,7.0
33.59,-7.12,1.48,5.5,5.3,4.53,9.88,2457958.32,266.8,0,8.0
33.32,-2.42,2.27,6.04,5.6,4.9,9.05,2458933.27,1190.16,0,11.0
2.45,101.86,0.95,4.73,4.63,3.31,6.1,2455506.96,24.98,0,4.0
32.49,3.68,1.67,9.69,9.55,14.29,15.53,2455419.28,494.82,0,9.0
26.33,43.97,1.77,8.16,7.96,9.19,14.66,2457220.17,602.36,0,9.0
32.49,3.68,1.82,9.38,9.2,12.12,17.56,2457220.29,494.82,0,9.0
28.4,36.73,2.05,2.57,1.55,0.93,1.25,2453263.16,785.47,0,9.0
23.59,58.38,0.88,3.19,3.07,1.46,6.07,2455744.12,9.15,0,5.0
25.62,45.62,2.03,2.75,1.86,1.05,5.8,2456393.14,719.4,0,9.0
26.37,49.82,1.0,3.35,3.19,1.5,8.12,2457279.12,6.73,0,4.0
31.9,51.87,2.69,3.54,2.3,1.77,8.52,2458844.07,1902.05,0,15.0
10.38,7.85,2.25,3.43,2.59,1.78,-2.35,2456717.74,657.99,0,-9.0
26.33,43.97,1.96,2.88,2.11,1.19,1.75,2456984.1,602.36,0,9.0
33.59,-7.12,1.62,2.59,2.02,0.99,3.5,2457427.26,266.8,0,8.0
36.72,10.34,1.35,4.91,4.72,3.49,8.55,2458638.28,89.47,0,7.0
26.35,43.95,1.96,2.88,2.1,1.19,1.75,2456984.1,609.33,0,9.0
-33.93,18.42,1.11,6.02,5.92,4.86,11.44,2458106.25,30.49,0,6.0
32.09,35.18,2.01,3.46,2.82,1.61,-2.01,2458105.69,497.71,0,-11.0
24.47,39.61,1.79,5.34,5.03,3.82,6.18,2458933.15,603.61,0,9.0
11.2,7.6,1.97,5.5,5.13,4.62,5.41,2453381.23,673.42,0,9.0
11.2,7.6,1.97,5.5,5.13,4.62,5.41,2453381.23,673.42,0,9.0
47.75,7.34,1.59,10.48,10.36,16.36,16.5,2457545.31,238.61,0,11.0
34.36,-2.96,1.73,4.2,3.82,2.44,9.65,2457633.28,487.77,0,9.0
59.91,10.75,1.11,10.57,10.51,15.91,20.68,2455537.1,4.07,0,17.0
25.74,55.92,1.17,5.2,5.07,3.63,5.03,2458933.11,16.73,0,5.0
24.64,46.72,1.94,1.96,0.28,0.54,5.33,2455566.1,584.98,0,10.0
30.03,31.17,1.12,4.18,4.03,2.54,6.86,2458638.2,20.3,0,6.0
27.52,41.7,2.24,2.34,0.7,0.75,7.01,2454858.12,991.4,0,11.0
34.36,-2.96,1.9,5.84,5.52,4.68,8.02,2459287.27,487.77,0,10.0
25.25,45.25,2.01,2.05,0.39,0.62,4.67,2455360.16,711.85,0,11.0
-33.93,18.42,1.25,4.25,4.06,2.52,9.0,2455566.25,30.49,0,7.0
33.59,-7.12,1.58,10.4,10.28,14.48,20.9,2456866.32,266.8,0,8.0
35.29,-2.95,1.2,10.33,10.26,14.29,20.64,2456866.31,8.79,0,6.0
31.9,51.87,2.84,8.48,7.99,10.73,12.76,2457545.16,1902.05,0,15.0
33.4,6.83,1.4,1.9,1.29,0.52,1.16,2459051.28,71.78,0,8.0
32.4,-110.7,3.1,7.03,6.31,7.49,-11.41,2453351.09,2264.54,0,-18.0
26.35,43.95,2.08,2.1,0.29,0.65,4.79,2455360.17,609.33,0,11.0
2.45,101.86,1.37,5.18,4.99,3.74,7.05,2456127.98,24.98,0,5.0
10.38,7.85,2.4,6.31,5.84,5.7,-9.04,2457189.71,657.99,0,-10.0
37.23,-80.41,2.2,12.45,12.26,20.75,25.96,2456866.53,634.3,0,11.0
9.06,7.49,2.19,5.46,5.0,4.0,-6.88,2457721.73,472.61,0,-10.0
26.35,43.95,2.19,2.28,0.63,0.71,6.87,2454858.12,609.33,0,10.0
24.54,39.63,2.17,2.2,0.34,0.71,5.01,2455360.18,612.25,0,11.0
24.39,39.63,2.17,2.18,0.24,0.66,5.82,2455566.12,654.81,0,11.0
28.4,36.73,2.33,4.34,3.67,2.84,8.55,2455891.11,785.47,0,12.0
24.6,46.45,2.32,4.0,3.26,2.41,8.01,2455891.09,775.73,0,12.0
28.4,36.73,2.35,2.35,0.01,0.81,5.37,2455360.19,785.47,0,13.0
18.22,42.5,2.97,4.88,3.88,3.58,7.4,2456718.14,2224.57,0,14.0
31.9,51.87,3.01,8.23,7.66,10.27,13.34,2457929.16,1902.05,1,16.0
34.36,-2.96,2.16,6.06,5.66,4.92,9.05,2458933.27,487.77,0,11.0
25.62,45.62,2.26,4.03,3.33,2.44,8.03,2455891.09,719.4,0,12.0
10.62,10.03,2.2,6.24,5.85,5.29,9.68,2456836.24,544.52,0,10.0
33.59,-7.12,1.89,9.69,9.5,12.93,18.3,2457220.32,266.8,0,10.0
30.46,31.18,1.35,9.33,9.24,11.68,18.2,2456866.2,14.24,0,7.0
23.59,58.38,1.45,2.89,2.5,1.2,0.8,2456984.06,9.15,0,7.0
13.06,5.32,2.01,3.76,3.17,1.99,4.67,2458195.25,272.28,0,8.0
33.4,6.83,1.7,4.88,4.57,3.45,8.64,2458638.28,71.78,0,9.0
26.37,49.82,1.49,7.83,7.68,9.33,12.23,2455419.14,6.73,0,6.0
2.3,102.08,1.38,5.17,4.98,3.72,7.03,2456127.98,9.07,0,6.0
32.9,13.18,1.4,9.32,9.22,13.24,14.84,2455419.25,4.2,0,7.0
35.69,51.39,2.76,10.64,10.27,17.2,17.94,2455862.08,1169.03,0,15.0
33.32,-2.42,2.69,6.4,5.81,5.63,9.82,2458579.28,1190.16,0,13.0
30.03,31.17,1.53,5.51,5.29,4.07,6.7,2458933.17,20.3,0,7.0
30.03,31.17,1.53,5.51,5.29,4.07,6.7,2458933.17,20.3,0,7.0
25.25,45.25,2.3,4.04,3.32,2.46,8.07,2455891.09,711.85,0,12.0
53.96,-1.08,1.55,16.74,16.67,42.11,29.05,2456217.21,18.16,0,12.0
10.38,7.85,2.66,4.21,3.27,2.54,-7.17,2456983.72,657.99,0,-11.0
31.0,6.77,1.87,4.8,4.43,3.35,8.56,2458638.28,182.98,0,10.0
33.59,-7.12,1.95,2.23,1.07,0.72,2.32,2458814.23,266.8,0,11.0
28.4,36.73,2.39,4.41,3.71,2.83,-1.34,2452879.17,785.47,0,12.0
27.52,41.7,2.48,2.51,0.38,0.96,5.9,2457102.15,991.4,0,12.0
37.23,-80.41,2.44,12.99,12.76,25.62,21.28,2455419.52,634.3,0,12.0
32.9,13.18,1.48,3.64,3.32,1.83,8.48,2457633.23,4.2,0,7.0
21.42,39.83,2.03,2.89,2.06,1.16,6.1,2456393.15,325.21,0,9.0
24.81,46.65,2.26,2.33,0.57,0.83,5.55,2457102.13,654.25,0,11.0
18.08,-15.98,1.48,6.06,5.88,5.37,8.72,2457574.32,5.69,0,7.0
18.08,-15.98,1.48,6.06,5.88,5.37,8.72,2457574.32,5.69,0,7.0
33.49,6.8,1.7,4.88,4.57,3.45,8.64,2458638.28,62.3,0,9.0
-7.97,111.5,1.85,4.5,4.1,2.79,0.48,2459286.95,141.76,0,7.0
2.45,101.86,1.58,5.61,5.38,4.73,7.42,2454562.97,24.98,0,6.0
24.54,39.63,2.36,2.42,0.54,0.8,7.2,2454858.13,612.25,0,11.0
32.09,35.18,2.43,12.56,12.33,22.5,-22.85,2458223.63,497.71,0,-12.0
33.59,-7.12,2.1,5.89,5.5,4.76,8.28,2459287.28,266.8,0,10.0
32.9,13.18,1.53,4.69,4.43,3.19,8.17,2458638.26,4.2,0,8.0
25.27,55.29,1.29,1.3,0.16,0.23,4.27,2459376.13,0.0,0,7.0
48.14,11.58,2.37,8.77,8.44,11.19,14.71,2457161.29,518.06,1,16.0
33.4,6.83,1.66,5.67,5.42,4.42,7.33,2459287.24,71.78,0,9.0
35.05,-2.82,1.81,5.84,5.55,4.68,7.97,2459287.26,101.28,0,9.0
27.52,41.7,2.59,7.28,6.8,7.61,14.44,2456571.13,991.4,0,12.0
31.58,51.88,3.28,12.09,11.65,21.58,21.0,2455774.15,2489.76,0,17.0
32.67,51.67,3.06,12.13,11.74,21.71,21.02,2455774.15,1575.56,1,15.0
33.49,6.8,1.65,5.67,5.42,4.42,7.33,2459287.24,62.3,0,9.0
48.14,11.58,2.33,17.09,16.94,39.22,36.11,2456483.31,518.06,1,15.0
31.9,51.87,3.07,3.82,2.28,2.06,9.16,2459022.16,1902.05,0,18.0
31.9,51.87,3.17,6.96,6.2,7.07,11.34,2457161.15,1902.05,0,17.0
33.59,-7.12,2.14,5.26,4.81,4.02,9.6,2458638.32,266.8,0,11.0
27.52,41.7,2.73,4.38,3.43,2.94,3.37,2456659.11,991.4,0,14.0
59.91,10.75,1.59,2.95,2.48,1.17,7.64,2455212.12,4.07,0,18.0
-7.57,110.83,2.02,5.14,4.73,3.55,-8.26,2458105.43,89.91,0,-9.0
25.62,45.62,2.49,4.38,3.6,2.93,3.16,2456659.1,719.4,0,12.0
-39.64,-72.32,2.1,6.72,6.38,6.5,11.38,2456984.5,231.1,0,-1428.0
13.06,5.32,2.09,6.39,6.03,5.53,10.05,2456836.26,272.28,0,9.0
24.72,46.67,2.4,4.38,3.67,2.94,3.11,2456659.1,627.1,0,12.0
25.25,45.25,2.48,4.39,3.62,2.94,3.19,2456659.1,711.85,0,13.0
-7.57,110.83,1.83,4.5,4.11,2.79,0.52,2459286.95,89.91,0,8.0
2.45,101.86,1.75,6.28,6.03,5.81,7.91,2454946.97,24.98,0,7.0
2.45,101.86,1.59,6.29,6.08,5.83,9.02,2456186.97,24.98,0,7.0
32.22,-110.97,2.63,9.64,9.27,12.55,18.53,2456836.61,722.48,1,14.0
28.4,36.73,2.68,2.7,0.29,1.11,6.22,2457102.16,785.47,0,13.0
25.29,51.54,1.59,7.73,7.56,9.1,12.09,2455419.14,6.23,0,7.0
-33.93,18.42,1.75,4.54,4.19,2.77,10.83,2455212.25,30.49,0,9.0
22.9,39.41,2.24,9.6,9.34,12.59,18.21,2456512.17,251.0,0,10.0
-7.57,110.83,1.87,1.97,0.63,0.55,5.71,2458843.96,89.91,0,9.0
48.14,11.58,2.67,17.97,17.77,43.13,-39.41,2459344.65,518.06,1,-16.0
2.3,102.08,1.6,6.28,6.07,5.82,9.0,2456186.97,9.07,0,7.0
-7.57,110.83,1.84,4.8,4.43,3.21,6.21,2456127.94,89.91,0,8.0
31.9,51.87,3.31,4.3,2.74,2.5,1.97,2458076.07,1902.05,0,17.0
35.78,-5.8,1.82,5.89,5.6,4.77,8.15,2459287.27,22.77,0,9.0
9.06,7.49,2.35,6.35,5.9,5.43,10.72,2456482.25,472.61,0,11.0
26.33,43.97,2.58,4.38,3.53,2.93,3.24,2456659.1,602.36,0,13.0
33.49,6.8,1.94,5.89,5.56,4.65,8.35,2458933.24,62.3,0,9.0
24.39,39.63,2.55,4.24,3.38,2.71,8.47,2455891.11,654.81,0,13.0
26.35,43.95,2.59,4.38,3.53,2.93,3.24,2456659.1,609.33,0,13.0
-33.93,18.42,1.74,5.54,5.26,4.23,10.47,2458460.24,30.49,0,10.0
10.38,7.85,2.62,3.55,2.4,1.82,4.59,2456984.21,657.99,0,11.0
24.47,39.61,2.78,7.34,6.8,7.36,-15.14,2458991.61,603.61,0,-13.0
2.45,101.86,1.66,2.85,2.31,1.09,6.42,2453144.97,24.98,0,8.0
23.59,58.38,1.62,7.44,7.26,8.44,11.6,2455419.11,9.15,0,8.0
48.65,9.45,2.42,19.84,19.7,55.06,38.93,2456129.31,313.88,0,15.0
23.59,58.38,1.78,7.71,7.5,8.2,13.53,2457220.12,9.15,0,8.0
23.59,58.38,1.78,7.71,7.5,8.2,13.53,2457220.12,9.15,0,8.0
48.42,10.1,2.49,3.39,2.29,1.55,8.57,2459376.31,464.37,0,20.0
28.4,36.57,2.83,12.55,12.23,23.58,20.54,2455478.14,763.55,0,14.0
-33.93,18.42,1.91,11.32,11.16,18.12,21.3,2456364.22,30.49,0,9.0
31.9,51.87,3.34,11.46,10.96,17.66,25.0,2456896.13,1902.05,0,16.0
31.9,51.87,3.34,11.46,10.96,17.66,25.0,2456896.13,1902.05,0,16.0
23.59,58.38,1.8,8.5,8.31,9.7,16.18,2456866.12,9.15,0,8.0
36.3,59.61,2.87,13.46,13.16,25.38,26.88,2456542.1,980.69,1,15.0
23.59,58.38,1.69,9.12,8.96,11.36,16.92,2456512.12,9.15,0,8.0
37.23,-80.41,2.76,11.86,11.53,19.31,23.38,2457220.53,634.3,0,15.0
32.49,3.68,2.46,4.19,3.38,2.68,6.84,2457486.26,494.82,0,13.0
53.96,-1.08,1.94,14.33,14.2,30.86,24.88,2455390.36,18.16,0,15.0
25.25,45.25,2.76,7.13,6.57,7.31,14.2,2456571.12,711.85,0,13.0
24.39,39.63,2.65,4.47,3.6,3.05,3.59,2456659.12,654.81,0,13.0
31.75,54.22,3.2,12.0,11.57,21.25,20.82,2455774.15,1514.23,1,16.0
-33.93,18.42,1.9,5.68,5.35,4.92,9.2,2456275.25,30.49,0,11.0
31.9,51.87,3.48,3.52,0.56,1.71,6.28,2458460.07,1902.05,0,18.0
10.38,7.85,3.01,4.73,3.65,3.11,-6.36,2456540.72,657.99,0,-12.0
33.59,-7.12,2.35,6.11,5.64,5.0,9.31,2458933.28,266.8,0,12.0
2.45,101.86,1.84,4.65,4.27,2.9,8.62,2455241.98,24.98,0,8.0
25.62,45.62,2.71,7.12,6.58,7.29,14.17,2456571.12,719.4,0,13.0
21.42,39.83,2.48,4.52,3.78,3.13,3.65,2456659.12,325.21,0,12.0
35.34,5.73,3.15,4.19,2.77,2.68,-5.59,2458725.71,859.3,0,-17.0
24.45,54.38,2.03,8.98,8.75,11.48,-16.12,2459256.62,1.8,1,-10.0
33.8,35.66,3.17,12.72,12.32,23.86,22.1,2455774.2,1083.63,0,16.0
26.33,43.97,2.66,7.18,6.67,7.41,14.27,2456571.12,602.36,0,13.0
10.62,10.03,2.78,2.94,0.96,1.27,6.52,2455360.24,544.52,0,13.0
10.62,10.03,2.57,3.35,2.15,1.55,8.5,2457633.23,544.52,0,11.0
26.35,43.95,2.66,7.18,6.67,7.41,14.27,2456571.12,609.33,0,13.0
21.42,39.83,2.46,2.5,0.45,0.92,5.28,2449335.11,325.21,0,12.0
21.42,39.83,2.46,2.5,0.45,0.92,5.28,2449335.11,325.21,0,12.0
21.42,39.83,2.46,2.5,0.45,0.92,5.28,2449335.11,325.21,0,12.0
24.47,39.61,2.99,7.39,6.76,7.33,-16.4,2459345.61,603.61,0,-14.0
30.4,35.5,3.39,6.1,5.07,5.44,12.46,2453293.14,1665.1,0,17.0
30.4,35.5,3.39,6.1,5.07,5.44,12.46,2453293.14,1665.1,0,17.0
28.4,36.73,2.9,3.36,1.7,1.67,6.69,2447948.15,785.47,0,14.0
49.6,8.74,2.34,23.87,23.75,85.43,39.75,2455420.29,161.91,0,15.0
53.96,-1.08,2.1,10.19,9.97,14.01,-22.95,2455210.84,18.16,0,-21.0
34.36,-2.96,2.59,6.41,5.87,5.65,9.82,2458579.28,487.77,0,14.0
21.42,39.83,2.47,2.58,0.75,1.02,5.98,2457102.15,325.21,0,11.0
50.81,8.78,2.4,16.38,16.2,40.34,28.52,2456217.19,185.95,0,18.0
24.38,38.98,3.38,4.69,3.25,3.08,4.25,2457368.11,1410.29,0,16.0
-33.93,18.42,1.94,12.46,12.31,20.87,26.11,2455656.19,30.49,0,11.0
10.62,10.03,2.72,4.7,3.83,3.02,11.08,2456925.22,544.52,0,12.0
28.4,36.73,2.95,4.42,3.29,2.99,3.66,2456659.12,785.47,0,15.0
32.49,3.68,2.82,8.56,8.09,10.55,16.91,2456571.23,494.82,0,14.0
10.38,7.85,2.8,4.76,3.85,3.1,11.23,2456925.23,657.99,0,12.0
21.43,39.81,2.47,2.58,0.75,1.02,5.97,2457102.15,275.11,0,11.0
-33.93,18.42,2.1,9.4,9.16,12.77,16.53,2457398.25,30.49,0,11.0
8.5,4.55,2.49,6.39,5.89,5.5,10.89,2456482.26,317.58,0,11.0
23.59,58.38,1.89,4.31,3.87,2.84,2.3,2456659.06,9.15,0,10.0
8.5,4.55,2.57,6.29,5.74,5.36,9.97,2456836.26,317.58,0,11.0
24.39,39.63,3.01,7.3,6.65,7.67,14.57,2456571.13,654.81,0,13.0
32.9,59.2,3.51,8.06,7.26,9.92,14.12,2452968.05,1510.67,0,20.0
32.9,59.2,3.51,8.06,7.26,9.92,14.12,2452968.05,1510.67,0,20.0
31.9,51.87,3.68,9.42,8.67,12.53,18.86,2457604.15,1902.05,0,18.0
31.9,51.87,3.68,9.42,8.67,12.53,18.86,2457604.15,1902.05,0,18.0
-7.57,110.83,2.17,4.53,3.98,2.75,1.31,2458932.95,89.91,0,9.0
46.49,18.51,2.44,8.45,8.09,10.4,14.1,2457161.26,165.4,0,16.0
47.75,7.34,2.55,8.86,8.48,11.42,14.94,2457161.3,238.61,0,17.0
-7.57,110.83,2.34,4.51,3.86,2.79,1.85,2458578.95,89.91,0,9.0
35.78,-5.8,2.08,6.11,5.75,5.01,9.19,2458933.28,22.77,0,11.0
53.96,-1.08,2.11,2.89,1.97,1.16,6.92,2455566.17,18.16,0,20.0
-37.81,144.96,2.11,4.07,3.48,2.24,8.23,2457662.85,9.03,0,11.0
32.06,35.03,2.58,3.32,2.08,1.67,6.56,2458342.19,281.61,0,13.0
51.98,5.91,2.13,17.21,17.08,39.72,35.89,2456837.34,21.68,0,16.0
9.06,7.49,2.78,4.89,4.03,3.23,4.89,2457722.22,472.61,0,12.0
35.07,3.03,3.22,6.77,5.96,6.66,12.06,2459228.21,888.29,0,18.0
48.14,11.58,3.08,9.42,8.9,12.0,-18.02,2456510.66,518.06,1,-20.0
32.9,13.18,2.05,3.88,3.29,2.3,6.15,2457486.23,4.2,0,10.0
31.08,46.24,2.31,7.73,7.38,8.02,-16.97,2459345.59,7.01,0,-11.0
10.62,10.03,2.87,4.17,3.02,2.52,7.69,2458638.24,544.52,0,13.0
32.22,-110.97,3.13,11.61,11.18,18.85,22.18,2456128.61,722.48,0,15.0
27.52,41.7,3.23,3.25,0.35,1.62,5.75,2456275.1,991.4,0,17.0
25.25,45.25,3.13,3.18,0.57,1.54,5.58,2456275.1,711.85,0,15.0
32.49,3.68,2.86,5.09,4.21,3.61,5.83,2455301.26,494.82,0,15.0
4.89,114.94,2.18,6.03,5.62,5.03,9.23,2457219.94,8.09,0,9.0
27.71,85.32,3.36,5.3,4.09,3.79,10.3,2459317.03,1295.07,0,16.0
26.35,43.95,3.07,12.27,11.88,22.55,20.06,2455478.12,609.33,0,14.0
24.81,46.65,3.08,3.14,0.62,1.51,5.49,2456275.09,654.25,0,15.0
32.22,-110.97,3.26,9.21,8.61,12.91,-14.3,2457928.01,722.48,0,-17.0
10.62,10.03,3.01,5.27,4.33,4.25,5.98,2456659.22,544.52,0,13.0
10.62,10.03,2.84,4.22,3.12,2.39,10.74,2457279.23,544.52,0,12.0
10.62,10.03,2.84,4.22,3.12,2.39,10.74,2457279.23,544.52,0,12.0
-33.87,151.21,2.23,3.52,2.72,1.66,8.03,2457308.84,26.48,0,11.0
25.62,45.62,3.18,12.2,11.78,22.32,19.96,2455478.11,719.4,0,15.0
-30.1,-71.0,3.05,8.61,8.05,9.97,16.35,2446973.42,555.97,0,17.0
-7.57,110.83,2.39,3.29,2.25,1.54,5.08,2458016.94,89.91,0,10.0
24.6,46.45,3.08,3.15,0.63,1.51,5.52,2456275.09,775.73,0,16.0
-7.57,110.83,2.41,3.49,2.52,1.64,8.77,2458135.96,89.91,0,11.0
32.6,51.7,3.75,8.36,7.47,10.66,14.64,2452968.07,1651.72,0,21.0
32.6,51.7,3.75,8.36,7.47,10.66,14.64,2452968.07,1651.72,0,21.0
10.38,7.85,3.32,4.79,3.45,3.51,-5.54,2456658.74,657.99,0,-15.0
23.34,40.32,3.46,11.48,10.95,17.67,-23.66,2458961.62,903.17,1,-16.0
2.45,101.86,2.18,5.13,4.65,3.59,8.95,2455595.98,24.98,0,9.0
21.42,39.83,2.76,4.22,3.2,2.69,8.52,2455891.11,325.21,0,14.0
32.22,-110.97,3.06,13.28,12.92,26.02,23.37,2456187.57,722.48,0,15.0
38.07,46.3,3.64,4.24,2.17,2.44,2.12,2458076.08,1398.79,0,20.0
24.47,39.61,3.2,11.46,11.01,17.81,-23.53,2459315.63,603.61,0,-15.0
25.62,45.62,3.26,4.68,3.35,3.29,7.07,2456718.13,719.4,0,15.0
48.14,11.58,2.97,9.42,8.94,13.51,16.5,2458313.3,518.06,1,22.0
31.9,51.87,3.86,4.03,1.14,2.18,7.17,2458106.07,1902.05,0,20.0
31.9,51.87,3.8,4.5,2.4,3.07,8.57,2459169.07,1902.05,0,20.0
-7.98,110.37,2.8,4.97,4.1,3.77,7.56,2455418.95,386.48,0,12.0
2.3,102.08,2.16,5.13,4.66,3.58,8.93,2455595.98,9.07,0,9.0
25.62,45.62,3.1,3.15,0.55,1.52,5.54,2456275.09,719.4,0,16.0
-7.57,110.83,2.8,3.1,1.33,1.38,-7.62,2456776.44,89.91,0,-12.0
32.9,13.18,2.21,6.08,5.67,5.08,8.67,2458579.23,4.2,0,11.0
2.45,101.86,2.39,7.08,6.67,6.85,11.74,2454768.96,24.98,0,10.0
32.72,-117.16,2.32,9.96,9.69,13.34,19.77,2456482.63,14.54,0,12.0
53.96,-1.08,2.37,3.49,2.56,1.64,9.05,2455212.18,18.16,0,21.0
48.14,11.58,3.03,20.39,20.17,55.3,44.34,2456867.29,518.06,1,19.0
35.98,3.01,3.26,4.71,3.39,3.37,8.85,2458342.28,835.4,0,18.0
32.22,-110.97,3.46,12.07,11.56,19.52,-26.37,2458548.07,722.48,0,-17.0
-30.1,-71.0,3.27,9.25,8.65,11.55,-18.02,2446971.98,555.97,0,-19.0
-30.1,-71.0,3.27,9.25,8.65,11.55,-18.02,2446971.98,555.97,1,-19.0
26.33,43.97,3.14,3.77,2.09,1.91,8.29,2456039.15,602.36,0,15.0
32.22,-110.97,3.39,4.14,2.37,2.61,-8.36,2456245.07,722.48,0,-18.0
48.14,11.58,3.19,11.68,11.23,19.05,-22.04,2457218.64,518.06,1,-23.0
48.14,11.58,3.18,16.28,15.97,39.87,28.43,2456217.19,518.06,1,21.0
24.47,39.61,3.27,5.66,4.63,4.66,9.96,2459228.12,603.61,0,16.0
26.35,43.95,3.16,3.19,0.47,1.56,5.62,2456275.1,609.33,0,16.0
25.02,67.45,2.68,11.44,11.12,19.64,18.47,2455478.05,170.79,0,13.0
37.23,-80.41,3.17,8.16,7.52,9.58,15.97,2455744.54,634.3,0,18.0
32.67,51.67,3.86,13.65,13.09,26.07,27.39,2456542.13,1575.56,0,19.0
33.59,-7.12,2.79,6.47,5.84,5.76,10.07,2458579.29,266.8,0,14.0
25.25,45.25,3.25,4.69,3.37,3.3,7.1,2456718.13,711.85,0,15.0
31.9,51.87,3.87,6.49,5.21,5.7,12.84,2458963.14,1902.05,0,20.0
24.6,46.45,3.37,12.16,11.69,22.16,19.92,2455478.11,775.73,0,16.0
25.25,45.25,3.26,12.21,11.76,22.33,19.99,2455478.11,711.85,0,16.0
24.39,39.63,3.33,3.38,0.54,1.74,5.98,2456275.11,654.81,0,16.0
26.37,49.82,2.35,4.31,3.61,2.84,2.77,2456659.08,6.73,0,12.0
24.39,39.63,3.18,3.87,2.21,2.01,8.54,2456039.16,654.81,0,16.0
31.9,51.87,4.01,7.13,5.9,7.75,13.03,2458313.16,1902.05,0,21.0
31.9,51.87,4.1,6.11,4.54,5.04,12.62,2459317.13,1902.05,0,20.0
37.24,-80.43,3.22,16.73,16.42,41.67,28.26,2455478.46,648.12,1,18.0
49.1,6.22,2.93,9.66,9.21,14.23,16.89,2458313.32,199.92,0,21.0
24.72,46.67,3.17,4.66,3.42,3.26,7.01,2456718.13,627.1,0,15.0
30.46,31.18,2.43,7.61,7.22,8.34,15.03,2456571.15,14.24,0,12.0
30.46,31.18,2.43,7.61,7.22,8.34,15.03,2456571.15,14.24,0,12.0
34.56,8.65,3.07,6.59,5.83,6.29,11.68,2459228.2,462.0,0,18.0
2.3,102.08,2.37,5.45,4.91,4.52,8.26,2455418.98,9.07,0,10.0
-33.93,18.42,2.54,2.54,0.1,0.88,5.89,2455182.25,30.49,0,15.0
31.9,51.87,4.04,11.23,10.48,17.01,24.54,2457250.14,1902.05,1,20.0
31.9,51.87,4.04,11.23,10.48,17.01,24.54,2457250.14,1902.05,1,20.0
31.95,35.92,3.53,8.72,7.98,11.55,14.36,2457929.2,820.71,1,18.0
2.45,101.86,2.36,5.46,4.92,4.54,8.28,2455418.98,24.98,0,10.0
21.42,39.83,3.01,3.87,2.43,2.02,8.45,2456039.16,325.21,0,14.0
48.14,11.58,3.39,9.4,8.77,12.08,-20.87,2456421.65,518.06,1,-22.0
32.5,3.7,3.25,9.63,9.07,14.13,15.27,2453352.2,517.18,0,19.0
32.5,3.7,3.25,9.63,9.07,14.13,15.27,2453352.2,517.18,0,19.0
5.59,-0.23,2.5,2.71,1.03,0.99,7.37,2459376.26,29.21,0,12.0
53.96,-1.08,2.52,14.11,13.89,27.23,29.66,2456099.36,18.16,0,21.0
8.5,4.55,3.09,4.34,3.05,2.54,11.08,2457279.24,317.58,0,13.0
53.96,-1.08,2.56,18.29,18.12,47.98,33.62,2457575.36,18.16,0,20.0
8.5,4.55,3.01,4.82,3.77,3.18,11.43,2456925.24,317.58,0,13.0
26.37,49.82,2.48,6.97,6.51,6.98,13.82,2456571.1,6.73,0,12.0
24.54,39.63,3.34,7.82,7.07,9.18,11.62,2453736.12,612.25,0,18.0
31.95,35.92,3.58,12.63,12.11,23.54,22.01,2455774.2,820.71,0,17.0
10.38,7.85,3.48,9.45,8.79,13.46,14.67,2455803.24,657.99,0,14.0
10.62,10.03,3.38,7.5,6.69,7.85,13.44,2456128.24,544.52,0,14.0
-33.93,18.42,2.61,12.62,12.35,24.15,20.25,2456689.25,30.49,0,13.0
36.34,43.1,2.99,7.31,6.67,7.8,11.99,2457161.18,258.3,0,17.0
25.62,45.62,3.52,4.74,3.17,3.21,7.0,2455950.11,719.4,0,17.0
26.33,43.97,3.33,4.6,3.18,2.97,3.81,2457368.1,602.36,0,17.0
15.6,35.6,3.24,4.83,3.58,3.2,10.11,2445703.14,433.74,0,16.0
15.6,35.6,3.24,4.83,3.58,3.2,10.11,2445703.14,433.74,0,16.0
15.6,35.6,3.24,4.83,3.58,3.2,10.11,2445703.14,433.74,0,16.0
24.6,46.45,3.44,4.74,3.25,3.21,6.98,2455950.11,775.73,0,17.0
48.14,11.58,3.31,16.88,16.55,38.21,35.27,2456837.31,518.06,1,23.0
2.45,101.86,2.65,5.02,4.26,3.51,9.89,2454887.98,24.98,0,11.0
25.25,45.25,3.52,4.75,3.2,3.23,7.03,2455950.11,711.85,0,17.0
-30.0,-71.0,3.02,8.6,8.06,9.95,16.34,2446973.42,300.9,0,18.0
48.14,11.58,3.41,7.82,7.04,8.27,15.94,2458963.27,518.06,1,22.0
32.49,3.68,3.29,14.58,14.21,30.59,26.6,2456158.27,494.82,0,16.0
23.59,58.38,2.57,6.66,6.15,6.39,13.26,2456571.08,9.15,0,12.0
8.5,4.55,3.08,5.43,4.47,4.51,6.39,2456659.24,317.58,0,14.0
25.62,45.62,3.55,4.13,2.11,2.43,9.3,2456777.15,719.4,0,17.0
